metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QTE,SPECT,24,-11.171641557077132,-10.733342349195022,0.4382992078821104,0.13194444444444445,trivial,287.0,5.245208740234375e-06,0.000125885009765625,SIG
EN,ALL,72,5.0395803255506735,4.920535140105685,-0.1190451854449881,-0.09837962962962964,trivial,0.0,0.9999999999999171,1.0,NS
VAR,ALL,72,67.28085541437892,67.35300390269703,0.07214848831810627,0.0073302469135802465,trivial,1409.0,0.2969784136587291,1.0,NS
AG,ALL,72,9.22847818445135,9.556075487454892,0.32759730300354306,0.07561728395061729,trivial,2553.0,1.7894112107026499e-12,4.29458690568636e-11,SIG
SF,ALL,72,32.211210876791206,33.234096661366834,1.022885784575628,0.08449074074074074,trivial,2482.0,2.7922166456625953e-11,6.14287662045771e-10,SIG
EI,ALL,72,93.07133881737046,96.15798846149677,3.086649644126311,0.07368827160493827,trivial,2529.0,4.609168998073399e-12,1.0601088695568817e-10,SIG
MI,ALL,72,54.168273289998375,53.61104838053385,-0.557224909464523,-0.037037037037037035,trivial,727.0,0.9995062500751625,1.0,NS
NCIE,ALL,72,0.8099177064644905,0.8099132537842952,-4.452680195221603e-06,-0.004629629629629629,trivial,1348.0,0.4243420929676779,1.0,NS
MI_mutual,ALL,72,2.5074648146609735,2.506202008651306,-0.0012628060096675497,-0.005015432098765432,trivial,1359.0,0.4003171801158544,1.0,NS
NABF,ALL,72,0.022358594415563298,0.027766229030771698,0.0054076346152083996,-0.3279320987654321,small,190.0,0.9999999998582505,1.0,NS
FMI,ALL,72,0.6545464324782171,0.6517096128613379,-0.002836819616879205,-0.033950617283950615,trivial,845.0,0.9957543605907193,1.0,NS
CE,ALL,72,1.2456110571016739,1.150149829355363,-0.09546122774631094,0.16859567901234568,small,2168.0,8.240461476191303e-07,1.6480922952382606e-05,SIG
SSIM,ALL,72,1.3900085805453957,1.3656996100299155,-0.0243089705154802,-0.13541666666666666,trivial,0.0,0.9999999999999171,1.0,NS
PSNR,ALL,72,17.7766977396942,17.338974590388148,-0.43772314930605205,-0.12770061728395063,trivial,13.0,0.999999999999857,1.0,NS
RMSE,ALL,72,42.47997603687168,43.575096512124496,1.0951204752528128,-0.13117283950617284,trivial,108.0,0.9999999999934578,1.0,NS
QG,ALL,72,0.710784243895955,0.7202994506128283,0.009515206716873337,0.05324074074074074,trivial,2171.0,7.575968804644438e-07,1.590953448975332e-05,SIG
QM,ALL,72,0.06879709234007583,0.11252322932822192,0.04372613698814609,0.28510802469135804,small,2588.0,4.361155696165945e-13,1.0902889240414862e-11,SIG
QC,ALL,72,0.5918112363680383,0.587375733454671,-0.004435502913367362,-0.034722222222222224,trivial,1022.0,0.9493532144419896,1.0,NS
QS,ALL,72,0.4939290310454272,0.49615747582914577,0.002228444783718586,0.008101851851851851,trivial,1925.0,0.0003031897950582735,0.005457416311048922,SIG
QCB,ALL,72,0.8625763476715651,0.8630657746422308,0.000489426970665674,0.0007716049382716049,trivial,1066.0,0.9179933664366926,1.0,NS
QCV,ALL,72,293.50739743683437,320.15931702172276,26.65191958488839,-0.09837962962962964,trivial,18.0,0.9999999999998239,1.0,NS
QY,ALL,72,0.9591485487426914,0.9450657009369863,-0.014082847805705123,-0.34915123456790126,medium,264.0,0.9999999980954636,1.0,NS
QMI,ALL,72,0.8299565662085898,0.8408646169577195,0.010908050749129705,0.07908950617283951,trivial,1944.0,0.00020360466831860288,0.0038684886980534547,SIG
QSF,ALL,72,0.04979579765431706,0.05163069905181904,0.0018349013975019757,-0.02662037037037037,trivial,1353.0,0.4133810933430524,1.0,NS
QNCIE,ALL,72,0.8099177064644905,0.8099132537842952,-4.452680195221603e-06,-0.004629629629629629,trivial,1348.0,0.4243420929676779,1.0,NS
QTE,ALL,72,-8.439971599792347,-8.343830470264509,0.09614112952783849,0.0015432098765432098,trivial,1566.0,0.07865940836481078,1.0,NS
